ID,Fecha,Semana,Proyecto,Modelo,Website Leads,Showroom Visits,Modelo Tipo,Separaciones,Price,Inventario restante,Ventas,Conversión Separaciones (%),Conversión Ventas (%),Inventario Disponible,Precio Promedio del Proyecto-Modelo
01/01/2024CBR-BR2,01/01/2024,1,CBR,BR2,0,0,Normal,0,0,0,NO,0,,,
01/01/2024CBR-COR3,01/01/2024,1,CBR,COR3,28,1,Normal,0,0,0,NO,0,,,
01/01/2024CBR-VIS2,01/01/2024,1,CBR,VIS2,50,7,Normal,3,"2,550,000.00",0,SI,0.428571429,,,
01/01/2024ALS-IB-3N,01/01/2024,1,ALS,IB-3N,20,0,Normal,0,0,0,NO,0,,,
01/01/2024ALS-IB-6,01/01/2024,1,ALS,IB-6,34,6,Normal,1,"2,760,000.00",0,SI,,,,
01/01/2024MTA-ATT2,01/01/2024,1,MTA,ATT2,14,1,Normal,0,0,0,NO,,,,
01/01/2024NOV-AMA,01/01/2024,1,NOV,AMA,10,3,Normal,0,0,0,NO,,,,
01/01/2024NOV-AMD,01/01/2024,1,NOV,AMD,25,6,Normal,0,0,0,NO,,,,
01/01/2024RAL-L-TS3,01/01/2024,1,RAL,L-TS3,25,5,Normal,1,"1,470,000.00",0,SI,,,,
01/01/2024RAL-L-VAL,01/01/2024,1,RAL,L-VAL,27,5,Normal,0,0,0,NO,,,,
01/01/2024LFA-CU-8,01/01/2024,1,LFA,CU-8,45,6,Normal,4,"1,020,000.00",0,SI,,,,
01/01/2024LFA-K7,01/01/2024,1,LFA,K7,0,2,Normal,0,0,0,NO,,,,
01/01/2024LFA-MS8,01/01/2024,1,LFA,MS8,10,3,Normal,0,0,0,NO,,,,
01/01/2024LFA-K3-7,01/01/2024,1,LFA,K3-7,15,8,Normal,0,0,0,NO,,,,
01/01/2024SPA-K3-7,01/01/2024,1,SPA,K3-7,58,8,Normal,5,"1,170,000.00",0,SI,,,,
01/01/2024SPA-K7,01/01/2024,1,SPA,K7,10,4,Normal,1,"1,340,000.00",0,SI,,,,
01/01/2024SPA-CU-8,01/01/2024,1,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
01/01/2024SPA-PRO2,01/01/2024,1,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
01/01/2024STA-AL8,01/01/2024,1,STA,AL8,86,5,Normal,3,"600,000.00",0,SI,,,,
01/01/2024STA-LI3,01/01/2024,1,STA,LI3,148,11,Normal,1,"570,000.00",0,SI,,,,
01/01/2024STA-MS-7,01/01/2024,1,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
08/01/2024CBR-BR2,08/01/2024,2,CBR,BR2,3,1,Normal,1,"2,700,000.00",0,SI,,,,
08/01/2024CBR-COR3,08/01/2024,2,CBR,COR3,32,5,Normal,0,0,0,NO,,,,
08/01/2024CBR-VIS2,08/01/2024,2,CBR,VIS2,54,7,Normal,1,"2,550,000.00",0,SI,,,,
08/01/2024ALS-IB-3N,08/01/2024,2,ALS,IB-3N,20,0,Normal,0,0,0,NO,,,,
08/01/2024ALS-IB-6,08/01/2024,2,ALS,IB-6,36,8,Normal,0,0,0,NO,,,,
08/01/2024MTA-ATT2,08/01/2024,2,MTA,ATT2,9,1,Normal,0,0,0,NO,,,,
08/01/2024NOV-AMA,08/01/2024,2,NOV,AMA,20,3,Normal,0,0,0,NO,,,,
08/01/2024NOV-AMD,08/01/2024,2,NOV,AMD,20,4,Normal,0,0,0,NO,,,,
08/01/2024RAL-L-TS3,08/01/2024,2,RAL,L-TS3,30,11,Normal,1,"1,470,000.00",0,SI,,,,
08/01/2024RAL-L-VAL,08/01/2024,2,RAL,L-VAL,19,3,Normal,0,0,0,NO,,,,
08/01/2024LFA-CU-8,08/01/2024,2,LFA,CU-8,30,11,Normal,6,"1,020,000.00",0,SI,,,,
08/01/2024LFA-K7,08/01/2024,2,LFA,K7,0,1,Normal,0,0,0,NO,,,,
08/01/2024LFA-MS8,08/01/2024,2,LFA,MS8,0,2,Normal,0,0,0,NO,,,,
08/01/2024LFA-K3-7,08/01/2024,2,LFA,K3-7,55,10,Normal,5,"1,160,000.00",0,SI,,,,
08/01/2024SPA-K3-7,08/01/2024,2,SPA,K3-7,65,2,Normal,1,"1,170,000.00",0,SI,,,,
08/01/2024SPA-K7,08/01/2024,2,SPA,K7,12,2,Normal,1,"1,340,000.00",0,SI,,,,
08/01/2024SPA-CU-8,08/01/2024,2,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
08/01/2024SPA-PRO2,08/01/2024,2,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
08/01/2024STA-AL8,08/01/2024,2,STA,AL8,60,7,Normal,3,"600,000.00",0,SI,,,,
08/01/2024STA-LI3,08/01/2024,2,STA,LI3,120,16,Normal,6,"570,000.00",0,SI,,,,
08/01/2024STA-MS-7,08/01/2024,2,STA,MS-7,17,2,Normal,0,0,0,NO,,,,
15/01/2024CBR-BR2,15/01/2024,3,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
15/01/2024CBR-COR3,15/01/2024,3,CBR,COR3,60,8,Normal,1,"2,420,000.00",0,SI,,,,
15/01/2024CBR-VIS2,15/01/2024,3,CBR,VIS2,20,0,Normal,0,0,0,NO,,,,
15/01/2024ALS-IB-3N,15/01/2024,3,ALS,IB-3N,20,0,Normal,0,0,0,NO,,,,
15/01/2024ALS-IB-6,15/01/2024,3,ALS,IB-6,29,9,Normal,3,"2,760,000.00",0,SI,,,,
15/01/2024MTA-ATT2,15/01/2024,3,MTA,ATT2,65,1,Normal,0,0,0,NO,,,,
15/01/2024NOV-AMA,15/01/2024,3,NOV,AMA,6,1,Normal,0,0,0,NO,,,,
15/01/2024NOV-AMD,15/01/2024,3,NOV,AMD,18,5,Normal,0,0,0,NO,,,,
15/01/2024RAL-L-TS3,15/01/2024,3,RAL,L-TS3,25,3,Normal,2,"1,470,000.00",0,SI,,,,
15/01/2024RAL-L-VAL,15/01/2024,3,RAL,L-VAL,15,1,Normal,0,0,0,NO,,,,
15/01/2024LFA-CU-8,15/01/2024,3,LFA,CU-8,10,8,Normal,2,"1,020,000.00",0,SI,,,,
15/01/2024LFA-K7,15/01/2024,3,LFA,K7,0,0,Normal,0,0,0,NO,,,,
15/01/2024LFA-MS8,15/01/2024,3,LFA,MS8,0,2,Normal,0,0,0,NO,,,,
15/01/2024LFA-K3-7,15/01/2024,3,LFA,K3-7,63,12,Normal,5,"1,160,000.00",0,SI,,,,
15/01/2024SPA-K3-7,15/01/2024,3,SPA,K3-7,33,3,Normal,0,0,0,NO,,,,
15/01/2024SPA-K7,15/01/2024,3,SPA,K7,12,3,Normal,1,"1,340,000.00",0,SI,,,,
15/01/2024SPA-CU-8,15/01/2024,3,SPA,CU-8,2,1,Normal,0,0,0,NO,,,,
15/01/2024SPA-PRO2,15/01/2024,3,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
15/01/2024STA-AL8,15/01/2024,3,STA,AL8,21,4,Normal,1,"600,000.00",0,SI,,,,
15/01/2024STA-LI3,15/01/2024,3,STA,LI3,110,17,Normal,11,"570,000.00",0,SI,,,,
15/01/2024STA-MS-7,15/01/2024,3,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
22/01/2024CBR-BR2,22/01/2024,4,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
22/01/2024CBR-COR3,22/01/2024,4,CBR,COR3,70,10,Normal,0,0,0,NO,,,,
22/01/2024CBR-VIS2,22/01/2024,4,CBR,VIS2,20,1,Normal,1,"2,550,000.00",0,SI,,,,
22/01/2024ALS-IB-3N,22/01/2024,4,ALS,IB-3N,20,1,Normal,1,"3,200,000.00",0,SI,,,,
22/01/2024ALS-IB-6,22/01/2024,4,ALS,IB-6,28,11,Normal,3,"2,760,000.00",0,SI,,,,
22/01/2024MTA-ATT2,22/01/2024,4,MTA,ATT2,21,0,Normal,0,0,0,NO,,,,
22/01/2024NOV-AMA,22/01/2024,4,NOV,AMA,10,2,Normal,1,"4,025,000.00",0,SI,,,,
22/01/2024NOV-AMD,22/01/2024,4,NOV,AMD,22,4,Normal,1,"4,160,000.00",0,SI,,,,
22/01/2024RAL-L-TS3,22/01/2024,4,RAL,L-TS3,46,4,Normal,2,"1,470,000.00",0,SI,,,,
22/01/2024RAL-L-VAL,22/01/2024,4,RAL,L-VAL,20,2,Normal,0,0,0,NO,,,,
22/01/2024LFA-CU-8,22/01/2024,4,LFA,CU-8,22,9,Normal,5,"1,020,000.00",0,SI,,,,
22/01/2024LFA-K7,22/01/2024,4,LFA,K7,0,0,Normal,0,0,0,NO,,,,
22/01/2024LFA-MS8,22/01/2024,4,LFA,MS8,5,2,Normal,0,0,0,NO,,,,
22/01/2024LFA-K3-7,22/01/2024,4,LFA,K3-7,67,7,Normal,3,"1,160,000.00",0,SI,,,,
22/01/2024SPA-K3-7,22/01/2024,4,SPA,K3-7,63,4,Normal,2,"1,170,000.00",0,SI,,,,
22/01/2024SPA-K7,22/01/2024,4,SPA,K7,7,1,Normal,2,"1,340,000.00",0,SI,,,,
22/01/2024SPA-CU-8,22/01/2024,4,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
22/01/2024SPA-PRO2,22/01/2024,4,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
22/01/2024STA-AL8,22/01/2024,4,STA,AL8,33,5,Normal,3,"600,000.00",0,SI,,,,
22/01/2024STA-LI3,22/01/2024,4,STA,LI3,123,17,Normal,5,"570,000.00",0,SI,,,,
22/01/2024STA-MS-7,22/01/2024,4,STA,MS-7,0,1,Normal,0,0,0,NO,,,,
29/01/2024CBR-BR2,29/01/2024,5,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
29/01/2024CBR-COR3,29/01/2024,5,CBR,COR3,55,8,Normal,1,"2,500,000.00",0,SI,,,,
29/01/2024CBR-VIS2,29/01/2024,5,CBR,VIS2,25,2,Normal,0,0,0,NO,,,,
29/01/2024ALS-IB-3N,29/01/2024,5,ALS,IB-3N,25,1,Normal,0,0,0,NO,,,,
29/01/2024ALS-IB-6,29/01/2024,5,ALS,IB-6,27,10,Normal,0,0,0,NO,,,,
29/01/2024MTA-ATT2,29/01/2024,5,MTA,ATT2,26,1,Normal,0,0,0,NO,,,,
29/01/2024NOV-AMA,29/01/2024,5,NOV,AMA,5,2,Normal,1,"4,025,000.00",0,SI,,,,
29/01/2024NOV-AMD,29/01/2024,5,NOV,AMD,20,5,Normal,2,"4,160,000.00",0,SI,,,,
29/01/2024RAL-L-TS3,29/01/2024,5,RAL,L-TS3,43,6,Normal,1,"1,470,000.00",0,SI,,,,
29/01/2024RAL-L-VAL,29/01/2024,5,RAL,L-VAL,20,2,Normal,0,0,0,NO,,,,
29/01/2024LFA-CU-8,29/01/2024,5,LFA,CU-8,15,9,Normal,1,"1,020,000.00",0,SI,,,,
29/01/2024LFA-K7,29/01/2024,5,LFA,K7,0,0,Normal,0,0,0,NO,,,,
29/01/2024LFA-MS8,29/01/2024,5,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
29/01/2024LFA-K3-7,29/01/2024,5,LFA,K3-7,52,2,Normal,1,"1,160,000.00",0,SI,,,,
29/01/2024SPA-K3-7,29/01/2024,5,SPA,K3-7,37,6,Normal,1,"1,170,000.00",0,SI,,,,
29/01/2024SPA-K7,29/01/2024,5,SPA,K7,13,5,Normal,3,"1,340,000.00",0,SI,,,,
29/01/2024SPA-CU-8,29/01/2024,5,SPA,CU-8,0,0,Normal,1,"1,100,000.00",0,SI,,,,
29/01/2024SPA-PRO2,29/01/2024,5,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
29/01/2024STA-AL8,29/01/2024,5,STA,AL8,42,8,Normal,0,0,0,NO,,,,
29/01/2024STA-LI3,29/01/2024,5,STA,LI3,133,14,Normal,4,"570,000.00",0,SI,,,,
29/01/2024STA-MS-7,29/01/2024,5,STA,MS-7,0,5,Normal,0,0,0,NO,,,,
05/02/2024CBR-BR2,05/02/2024,6,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
05/02/2024CBR-COR3,05/02/2024,6,CBR,COR3,33,2,Normal,0,0,0,NO,,,,
05/02/2024CBR-VIS2,05/02/2024,6,CBR,VIS2,33,2,Normal,0,0,0,NO,,,,
05/02/2024ALS-IB-3N,05/02/2024,6,ALS,IB-3N,24,0,Normal,0,0,0,NO,,,,
05/02/2024ALS-IB-6,05/02/2024,6,ALS,IB-6,30,10,Normal,2,"2,844,000.00",0,SI,,,,
05/02/2024MTA-ATT2,05/02/2024,6,MTA,ATT2,48,1,Normal,0,0,0,NO,,,,
05/02/2024NOV-AMA,05/02/2024,6,NOV,AMA,10,5,Normal,2,"4,025,000.00",0,SI,,,,
05/02/2024NOV-AMD,05/02/2024,6,NOV,AMD,28,3,Normal,0,0,0,NO,,,,
05/02/2024RAL-L-TS3,05/02/2024,6,RAL,L-TS3,43,7,Normal,4,"1,500,000.00",0,SI,,,,
05/02/2024RAL-L-VAL,05/02/2024,6,RAL,L-VAL,23,2,Normal,0,0,0,NO,,,,
05/02/2024LFA-CU-8,05/02/2024,6,LFA,CU-8,18,11,Normal,4,"1,020,000.00",0,SI,,,,
05/02/2024LFA-K7,05/02/2024,6,LFA,K7,0,0,Normal,0,0,0,NO,,,,
05/02/2024LFA-MS8,05/02/2024,6,LFA,MS8,2,1,Normal,0,0,0,NO,,,,
05/02/2024LFA-K3-7,05/02/2024,6,LFA,K3-7,74,6,Normal,3,"1,160,000.00",0,SI,,,,
05/02/2024SPA-K3-7,05/02/2024,6,SPA,K3-7,33,5,Normal,5,"1,205,000.00",0,SI,,,,
05/02/2024SPA-K7,05/02/2024,6,SPA,K7,11,3,Normal,1,"1,350,000.00",0,SI,,,,
05/02/2024SPA-CU-8,05/02/2024,6,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
05/02/2024SPA-PRO2,05/02/2024,6,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
05/02/2024STA-AL8,05/02/2024,6,STA,AL8,30,7,Normal,3,"600,000.00",0,SI,,,,
05/02/2024STA-LI3,05/02/2024,6,STA,LI3,112,15,Normal,1,"570,000.00",0,SI,,,,
05/02/2024STA-MS-7,05/02/2024,6,STA,MS-7,0,0,Normal,1,"730,000.00",0,SI,,,,
12/02/2024CBR-BR2,12/02/2024,7,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
12/02/2024CBR-COR3,12/02/2024,7,CBR,COR3,47,4,Normal,2,"2,500,000.00",0,SI,,,,
12/02/2024CBR-VIS2,12/02/2024,7,CBR,VIS2,10,1,Normal,0,0,0,NO,,,,
12/02/2024ALS-IB-3N,12/02/2024,7,ALS,IB-3N,15,1,Normal,0,0,0,NO,,,,
12/02/2024ALS-IB-6,12/02/2024,7,ALS,IB-6,20,5,Normal,1,"2,844,000.00",0,SI,,,,
12/02/2024MTA-ATT2,12/02/2024,7,MTA,ATT2,58,2,Normal,1,"3,450,000.00",0,SI,,,,
12/02/2024NOV-AMA,12/02/2024,7,NOV,AMA,12,2,Normal,0,0,0,NO,,,,
12/02/2024NOV-AMD,12/02/2024,7,NOV,AMD,12,4,Normal,1,"4,160,000.00",0,SI,,,,
12/02/2024RAL-L-TS3,12/02/2024,7,RAL,L-TS3,44,9,Normal,4,"1,500,000.00",0,SI,,,,
12/02/2024RAL-L-VAL,12/02/2024,7,RAL,L-VAL,10,3,Normal,0,0,0,NO,,,,
12/02/2024LFA-CU-8,12/02/2024,7,LFA,CU-8,14,8,Normal,3,"1,020,000.00",0,SI,,,,
12/02/2024LFA-K7,12/02/2024,7,LFA,K7,0,0,Normal,0,0,0,NO,,,,
12/02/2024LFA-MS8,12/02/2024,7,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
12/02/2024LFA-K3-7,12/02/2024,7,LFA,K3-7,87,6,Normal,1,"1,160,000.00",0,SI,,,,
12/02/2024SPA-K3-7,12/02/2024,7,SPA,K3-7,37,3,Normal,1,"1,205,000.00",0,SI,,,,
12/02/2024SPA-K7,12/02/2024,7,SPA,K7,0,1,Normal,0,0,0,NO,,,,
12/02/2024SPA-CU-8,12/02/2024,7,SPA,CU-8,6,1,Normal,0,0,0,NO,,,,
12/02/2024SPA-PRO2,12/02/2024,7,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
12/02/2024STA-AL8,12/02/2024,7,STA,AL8,20,6,Normal,1,"620,000.00",0,SI,,,,
12/02/2024STA-LI3,12/02/2024,7,STA,LI3,96,13,Normal,2,"570,000.00",0,SI,,,,
12/02/2024STA-MS-7,12/02/2024,7,STA,MS-7,0,2,Normal,3,"730,000.00",0,SI,,,,
19/02/2024CBR-BR2,19/02/2024,8,CBR,BR2,0,1,Normal,0,0,0,NO,,,,
19/02/2024CBR-COR3,19/02/2024,8,CBR,COR3,6,1,Normal,0,0,0,NO,,,,
19/02/2024CBR-VIS2,19/02/2024,8,CBR,VIS2,45,6,Normal,1,"2,550,000.00",0,SI,,,,
19/02/2024ALS-IB-3N,19/02/2024,8,ALS,IB-3N,20,0,Normal,0,0,0,NO,,,,
19/02/2024ALS-IB-6,19/02/2024,8,ALS,IB-6,36,5,Normal,3,"2,844,000.00",0,SI,,,,
19/02/2024MTA-ATT2,19/02/2024,8,MTA,ATT2,50,2,Normal,1,"3,450,000.00",0,SI,,,,
19/02/2024NOV-AMA,19/02/2024,8,NOV,AMA,6,3,Normal,0,0,0,NO,,,,
19/02/2024NOV-AMD,19/02/2024,8,NOV,AMD,15,3,Normal,2,"4,160,000.00",0,SI,,,,
19/02/2024RAL-L-TS3,19/02/2024,8,RAL,L-TS3,30,7,Normal,0,0,0,NO,,,,
19/02/2024RAL-L-VAL,19/02/2024,8,RAL,L-VAL,28,5,Normal,0,0,0,NO,,,,
19/02/2024LFA-CU-8,19/02/2024,8,LFA,CU-8,15,10,Normal,4,"1,020,000.00",0,SI,,,,
19/02/2024LFA-K7,19/02/2024,8,LFA,K7,0,0,Normal,0,0,0,NO,,,,
19/02/2024LFA-MS8,19/02/2024,8,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
19/02/2024LFA-K3-7,19/02/2024,8,LFA,K3-7,45,4,Normal,1,"1,160,000.00",0,SI,,,,
19/02/2024SPA-K3-7,19/02/2024,8,SPA,K3-7,32,2,Normal,1,"1,205,000.00",0,SI,,,,
19/02/2024SPA-K7,19/02/2024,8,SPA,K7,12,5,Normal,2,"1,350,000.00",0,SI,,,,
19/02/2024SPA-CU-8,19/02/2024,8,SPA,CU-8,0,1,Normal,0,0,0,NO,,,,
19/02/2024SPA-PRO2,19/02/2024,8,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
19/02/2024STA-AL8,19/02/2024,8,STA,AL8,17,6,Normal,5,"620,000.00",0,SI,,,,
19/02/2024STA-LI3,19/02/2024,8,STA,LI3,97,8,Normal,9,"570,000.00",0,SI,,,,
19/02/2024STA-MS-7,19/02/2024,8,STA,MS-7,0,1,Normal,1,"730,000.00",0,SI,,,,
26/02/2024CBR-BR2,26/02/2024,9,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
26/02/2024CBR-COR3,26/02/2024,9,CBR,COR3,30,3,Normal,2,"2,500,000.00",0,SI,,,,
26/02/2024CBR-VIS2,26/02/2024,9,CBR,VIS2,40,5,Normal,2,"2,550,000.00",0,SI,,,,
26/02/2024ALS-IB-3N,26/02/2024,9,ALS,IB-3N,13,4,Normal,1,"3,200,000.00",0,SI,,,,
26/02/2024ALS-IB-6,26/02/2024,9,ALS,IB-6,20,5,Normal,1,"2,844,000.00",0,SI,,,,
26/02/2024MTA-ATT2,26/02/2024,9,MTA,ATT2,45,3,Normal,1,"3,450,000.00",0,SI,,,,
26/02/2024NOV-AMA,26/02/2024,9,NOV,AMA,14,6,Normal,2,"4,025,000.00",0,SI,,,,
26/02/2024NOV-AMD,26/02/2024,9,NOV,AMD,20,2,Normal,1,"4,160,000.00",0,SI,,,,
26/02/2024RAL-L-TS3,26/02/2024,9,RAL,L-TS3,39,7,Normal,3,"1,500,000.00",0,SI,,,,
26/02/2024RAL-L-VAL,26/02/2024,9,RAL,L-VAL,30,4,Normal,0,0,0,NO,,,,
26/02/2024LFA-CU-8,26/02/2024,9,LFA,CU-8,37,11,Normal,2,0,0,SI,,,,
26/02/2024LFA-K7,26/02/2024,9,LFA,K7,0,1,Normal,0,0,0,NO,,,,
26/02/2024LFA-MS8,26/02/2024,9,LFA,MS8,0,1,Normal,0,0,0,NO,,,,
26/02/2024LFA-K3-7,26/02/2024,9,LFA,K3-7,37,3,Normal,1,"1,160,000.00",0,SI,,,,
26/02/2024SPA-K3-7,26/02/2024,9,SPA,K3-7,14,3,Normal,1,"1,205,000.00",0,SI,,,,
26/02/2024SPA-K7,26/02/2024,9,SPA,K7,33,6,Normal,1,"1,350,000.00",0,SI,,,,
26/02/2024SPA-CU-8,26/02/2024,9,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
26/02/2024SPA-PRO2,26/02/2024,9,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
26/02/2024STA-AL8,26/02/2024,9,STA,AL8,24,4,Normal,1,"620,000.00",0,SI,,,,
26/02/2024STA-LI3,26/02/2024,9,STA,LI3,110,11,Normal,5,"570,000.00",0,SI,,,,
26/02/2024STA-MS-7,26/02/2024,9,STA,MS-7,0,5,Normal,1,"730,000.00",0,SI,,,,
04/03/2024CBR-BR2,04/03/2024,10,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
04/03/2024CBR-COR3,04/03/2024,10,CBR,COR3,20,7,Normal,2,"2,500,000.00",0,SI,,,,
04/03/2024CBR-VIS2,04/03/2024,10,CBR,VIS2,36,11,Normal,3,"2,550,000.00",0,SI,,,,
04/03/2024ALS-IB-3N,04/03/2024,10,ALS,IB-3N,20,4,Normal,0,0,0,NO,,,,
04/03/2024ALS-IB-6,04/03/2024,10,ALS,IB-6,21,2,Normal,0,0,0,NO,,,,
04/03/2024MTA-ATT2,04/03/2024,10,MTA,ATT2,52,1,Normal,0,0,0,NO,,,,
04/03/2024NOV-AMA,04/03/2024,10,NOV,AMA,5,1,Normal,0,0,0,NO,,,,
04/03/2024NOV-AMD,04/03/2024,10,NOV,AMD,30,5,Normal,0,0,0,NO,,,,
04/03/2024RAL-L-TS3,04/03/2024,10,RAL,L-TS3,45,9,Normal,1,"1,500,000.00",0,SI,,,,
04/03/2024RAL-L-VAL,04/03/2024,10,RAL,L-VAL,20,2,Normal,1,"1,905,000.00",0,SI,,,,
04/03/2024LFA-CU-8,04/03/2024,10,LFA,CU-8,45,20,Normal,8,"1,020,000.00",0,SI,,,,
04/03/2024LFA-K7,04/03/2024,10,LFA,K7,0,0,Normal,0,0,0,NO,,,,
04/03/2024LFA-MS8,04/03/2024,10,LFA,MS8,0,1,Normal,0,0,0,NO,,,,
04/03/2024LFA-K3-7,04/03/2024,10,LFA,K3-7,24,0,Normal,3,"1,160,000.00",0,SI,,,,
04/03/2024SPA-K3-7,04/03/2024,10,SPA,K3-7,12,6,Normal,4,"1,205,000.00",0,SI,,,,
04/03/2024SPA-K7,04/03/2024,10,SPA,K7,5,3,Normal,0,0,0,NO,,,,
04/03/2024SPA-CU-8,04/03/2024,10,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
04/03/2024SPA-PRO2,04/03/2024,10,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
04/03/2024STA-AL8,04/03/2024,10,STA,AL8,30,8,Normal,5,"620,000.00",0,SI,,,,
04/03/2024STA-LI3,04/03/2024,10,STA,LI3,130,16,Normal,4,"570,000.00",0,SI,,,,
04/03/2024STA-MS-7,04/03/2024,10,STA,MS-7,0,2,Normal,1,"730,000.00",0,SI,,,,
11/03/2024CBR-BR2,11/03/2024,11,CBR,BR2,0,1,Normal,0,0,0,NO,,,,
11/03/2024CBR-COR3,11/03/2024,11,CBR,COR3,10,4,Normal,3,"2,500,000.00",0,SI,,,,
11/03/2024CBR-VIS2,11/03/2024,11,CBR,VIS2,39,6,Normal,3,"2,550,000.00",0,SI,,,,
11/03/2024ALS-IB-3N,11/03/2024,11,ALS,IB-3N,14,1,Normal,0,0,0,NO,,,,
11/03/2024ALS-IB-6,11/03/2024,11,ALS,IB-6,20,3,Normal,1,"2,844,000.00",0,SI,,,,
11/03/2024MTA-ATT2,11/03/2024,11,MTA,ATT2,39,2,Normal,0,0,0,NO,,,,
11/03/2024NOV-AMA,11/03/2024,11,NOV,AMA,12,5,Normal,0,0,0,NO,,,,
11/03/2024NOV-AMD,11/03/2024,11,NOV,AMD,12,3,Normal,1,"4,160,000.00",0,SI,,,,
11/03/2024RAL-L-TS3,11/03/2024,11,RAL,L-TS3,24,4,Normal,0,0,0,NO,,,,
11/03/2024RAL-L-VAL,11/03/2024,11,RAL,L-VAL,24,2,Normal,1,"1,905,000.00",0,SI,,,,
11/03/2024LFA-CU-8,11/03/2024,11,LFA,CU-8,32,8,Normal,3,"1,020,000.00",0,SI,,,,
11/03/2024LFA-K7,11/03/2024,11,LFA,K7,0,0,Normal,0,0,0,NO,,,,
11/03/2024LFA-MS8,11/03/2024,11,LFA,MS8,3,1,Normal,0,0,0,NO,,,,
11/03/2024LFA-K3-7,11/03/2024,11,LFA,K3-7,35,6,Normal,5,"1,160,000.00",0,SI,,,,
11/03/2024SPA-K3-7,11/03/2024,11,SPA,K3-7,13,1,Normal,0,0,0,NO,,,,
11/03/2024SPA-K7,11/03/2024,11,SPA,K7,4,1,Normal,0,0,0,NO,,,,
11/03/2024SPA-CU-8,11/03/2024,11,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
11/03/2024SPA-PRO2,11/03/2024,11,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
11/03/2024STA-AL8,11/03/2024,11,STA,AL8,13,4,Normal,2,"620,000.00",0,SI,,,,
11/03/2024STA-LI3,11/03/2024,11,STA,LI3,110,11,Normal,6,"570,000.00",0,SI,,,,
11/03/2024STA-MS-7,11/03/2024,11,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
18/03/2024CBR-BR2,18/03/2024,12,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
18/03/2024CBR-COR3,18/03/2024,12,CBR,COR3,5,0,Normal,0,0,0,NO,,,,
18/03/2024CBR-VIS2,18/03/2024,12,CBR,VIS2,40,5,Normal,2,"2,550,000.00",0,SI,,,,
18/03/2024ALS-IB-3N,18/03/2024,12,ALS,IB-3N,17,2,Normal,0,0,0,NO,,,,
18/03/2024ALS-IB-6,18/03/2024,12,ALS,IB-6,20,3,Normal,0,0,0,NO,,,,
18/03/2024MTA-ATT2,18/03/2024,12,MTA,ATT2,29,2,Normal,0,0,0,NO,,,,
18/03/2024NOV-AMA,18/03/2024,12,NOV,AMA,8,5,Normal,0,0,0,NO,,,,
18/03/2024NOV-AMD,18/03/2024,12,NOV,AMD,20,6,Normal,1,"4,160,000.00",0,SI,,,,
18/03/2024RAL-L-TS3,18/03/2024,12,RAL,L-TS3,40,8,Normal,1,"1,550,000.00",0,SI,,,,
18/03/2024RAL-L-VAL,18/03/2024,12,RAL,L-VAL,20,1,Normal,0,0,0,NO,,,,
18/03/2024LFA-CU-8,18/03/2024,12,LFA,CU-8,37,9,Normal,2,"1,020,000.00",0,SI,,,,
18/03/2024LFA-K7,18/03/2024,12,LFA,K7,0,0,Normal,0,0,0,NO,,,,
18/03/2024LFA-MS8,18/03/2024,12,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
18/03/2024LFA-K3-7,18/03/2024,12,LFA,K3-7,23,2,Normal,1,"1,160,000.00",0,SI,,,,
18/03/2024SPA-K3-7,18/03/2024,12,SPA,K3-7,5,4,Normal,2,"1,205,000.00",0,SI,,,,
18/03/2024SPA-K7,18/03/2024,12,SPA,K7,4,4,Normal,4,"1,350,000.00",0,SI,,,,
