ID,Fecha,Semana,Proyecto,Modelo,Website Leads,Showroom Visits,Modelo Tipo,Separaciones,Price,Inventario restante,Ventas,Conversión Separaciones (%),Conversión Ventas (%),Inventario Disponible,Precio Promedio del Proyecto-Modelo
10/06/2024LFA-MS8,10/06/2024,24,LFA,MS8,0,0,Normal,1,"850,000.00",0,SI,,,,
10/06/2024LFA-K3-7,10/06/2024,24,LFA,K3-7,0,3,Normal,0,0,0,NO,,,,
10/06/2024SPA-K3-7,10/06/2024,24,SPA,K3-7,15,3,Normal,0,0,0,NO,,,,
10/06/2024SPA-K7,10/06/2024,24,SPA,K7,5,0,Normal,0,0,0,NO,,,,
10/06/2024SPA-CU-8,10/06/2024,24,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
10/06/2024SPA-PRO2,10/06/2024,24,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
10/06/2024STA-AL8,10/06/2024,24,STA,AL8,0,4,Normal,1,"630,000.00",0,SI,,,,
10/06/2024STA-LI3,10/06/2024,24,STA,LI3,41,6,Normal,5,"580,000.00",0,SI,,,,
10/06/2024STA-MS-7,10/06/2024,24,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
17/06/2024CBR-BR2,17/06/2024,25,CBR,BR2,0,0,Normal,0,0,0,NO,,,,
17/06/2024CBR-COR3,17/06/2024,25,CBR,COR3,12,0,Normal,0,0,0,NO,,,,
17/06/2024CBR-VIS2,17/06/2024,25,CBR,VIS2,16,1,Normal,1,"2,640,000.00",0,SI,,,,
17/06/2024ALS-IB-3N,17/06/2024,25,ALS,IB-3N,11,3,Normal,0,0,0,NO,,,,
17/06/2024ALS-IB-6,17/06/2024,25,ALS,IB-6,20,4,Normal,1,"2,910,000.00",0,SI,,,,
17/06/2024MTA-ATT2,17/06/2024,25,MTA,ATT2,54,5,Normal,3,"3,475,000.00",0,SI,,,,
17/06/2024NOV-AMA,17/06/2024,25,NOV,AMA,33,1,Normal,0,0,0,NO,,,,
17/06/2024NOV-AMD,17/06/2024,25,NOV,AMD,20,6,Normal,1,"4,165,000.00",0,SI,,,,
17/06/2024RAL-L-TS3,17/06/2024,25,RAL,L-TS3,43,5,Normal,4,"1,565,000.00",0,SI,,,,
17/06/2024RAL-L-VAL,17/06/2024,25,RAL,L-VAL,10,0,Normal,0,0,0,NO,,,,
17/06/2024LFA-CU-8,17/06/2024,25,LFA,CU-8,23,10,Normal,3,"1,080,000.00",0,SI,,,,
17/06/2024LFA-K7,17/06/2024,25,LFA,K7,0,1,Normal,1,"1,350,000.00",0,SI,,,,
17/06/2024LFA-MS8,17/06/2024,25,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
17/06/2024LFA-K3-7,17/06/2024,25,LFA,K3-7,10,1,Normal,2,"1,220,000.00",0,SI,,,,
17/06/2024SPA-K3-7,17/06/2024,25,SPA,K3-7,17,10,Normal,5,"1,235,000.00",0,SI,,,,
17/06/2024SPA-K7,17/06/2024,25,SPA,K7,0,1,Normal,2,"1,530,000.00",0,SI,,,,
17/06/2024SPA-CU-8,17/06/2024,25,SPA,CU-8,0,1,Normal,0,0,0,NO,,,,
17/06/2024SPA-PRO2,17/06/2024,25,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
17/06/2024STA-AL8,17/06/2024,25,STA,AL8,0,0,Normal,0,0,0,NO,,,,
17/06/2024STA-LI3,17/06/2024,25,STA,LI3,53,10,Normal,3,"580,000.00",0,SI,,,,
17/06/2024STA-MS-7,17/06/2024,25,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
24/06/2024CBR-BR2,24/06/2024,26,CBR,BR2,8,0,Normal,1,"2,805,000.00",0,SI,,,,
24/06/2024CBR-COR3,24/06/2024,26,CBR,COR3,20,3,Normal,2,"2,555,000.00",0,SI,,,,
24/06/2024CBR-VIS2,24/06/2024,26,CBR,VIS2,12,2,Normal,1,"2,640,000.00",0,SI,,,,
24/06/2024ALS-IB-3N,24/06/2024,26,ALS,IB-3N,10,3,Normal,0,0,0,NO,,,,
24/06/2024ALS-IB-6,24/06/2024,26,ALS,IB-6,15,0,Normal,1,"2,910,000.00",0,SI,,,,
24/06/2024MTA-ATT2,24/06/2024,26,MTA,ATT2,61,2,Normal,1,"3,475,000.00",0,SI,,,,
24/06/2024NOV-AMA,24/06/2024,26,NOV,AMA,34,5,Normal,1,"4,040,000.00",0,SI,,,,
24/06/2024NOV-AMD,24/06/2024,26,NOV,AMD,12,5,Normal,0,0,0,NO,,,,
24/06/2024RAL-L-TS3,24/06/2024,26,RAL,L-TS3,53,4,Normal,1,"1,565,000.00",0,SI,,,,
24/06/2024RAL-L-VAL,24/06/2024,26,RAL,L-VAL,0,0,Normal,0,0,0,NO,,,,
24/06/2024LFA-CU-8,24/06/2024,26,LFA,CU-8,8,20,Normal,6,"1,080,000.00",0,SI,,,,
24/06/2024LFA-K7,24/06/2024,26,LFA,K7,0,3,Normal,0,0,0,NO,,,,
24/06/2024LFA-MS8,24/06/2024,26,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
24/06/2024LFA-K3-7,24/06/2024,26,LFA,K3-7,25,3,Normal,5,"1,220,000.00",0,SI,,,,
24/06/2024SPA-K3-7,24/06/2024,26,SPA,K3-7,19,9,Normal,6,"1,255,000.00",0,SI,,,,
24/06/2024SPA-K7,24/06/2024,26,SPA,K7,0,3,Normal,1,"1,530,000.00",0,SI,,,,
24/06/2024SPA-CU-8,24/06/2024,26,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
24/06/2024SPA-PRO2,24/06/2024,26,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
24/06/2024STA-AL8,24/06/2024,26,STA,AL8,0,0,Normal,0,0,0,NO,,,,
24/06/2024STA-LI3,24/06/2024,26,STA,LI3,41,15,Normal,6,"580,000.00",0,SI,,,,
24/06/2024STA-MS-7,24/06/2024,26,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
01/07/2024CBR-BR2,01/07/2024,27,CBR,BR2,0,1,Normal,2,"2,805,000.00",0,SI,,,,
01/07/2024CBR-COR3,01/07/2024,27,CBR,COR3,33,1,Normal,1,"2,605,000.00",0,SI,,,,
01/07/2024CBR-VIS2,01/07/2024,27,CBR,VIS2,22,3,Normal,1,"2,648,000.00",0,SI,,,,
01/07/2024ALS-IB-3N,01/07/2024,27,ALS,IB-3N,15,1,Normal,0,0,0,NO,,,,
01/07/2024ALS-IB-6,01/07/2024,27,ALS,IB-6,15,1,Normal,0,0,0,NO,,,,
01/07/2024MTA-ATT2,01/07/2024,27,MTA,ATT2,64,4,Normal,4,"3,475,000.00",0,SI,,,,
01/07/2024NOV-AMA,01/07/2024,27,NOV,AMA,9,4,Normal,1,"4,040,000.00",0,SI,,,,
01/07/2024NOV-AMD,01/07/2024,27,NOV,AMD,39,8,Normal,1,"4,165,000.00",0,SI,,,,
01/07/2024RAL-L-TS3,01/07/2024,27,RAL,L-TS3,47,10,Normal,2,"1,570,000.00",0,SI,,,,
01/07/2024RAL-L-VAL,01/07/2024,27,RAL,L-VAL,0,2,Normal,0,0,0,NO,,,,
01/07/2024LFA-CU-8,01/07/2024,27,LFA,CU-8,30,20,Normal,9,"1,080,000.00",0,SI,,,,
01/07/2024LFA-K7,01/07/2024,27,LFA,K7,0,1,Normal,0,0,0,NO,,,,
01/07/2024LFA-MS8,01/07/2024,27,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
01/07/2024LFA-K3-7,01/07/2024,27,LFA,K3-7,9,4,Normal,1,"1,220,000.00",0,SI,,,,
01/07/2024SPA-K3-7,01/07/2024,27,SPA,K3-7,15,1,Normal,0,0,0,NO,,,,
01/07/2024SPA-K7,01/07/2024,27,SPA,K7,0,4,Normal,3,"1,530,000.00",0,SI,,,,
01/07/2024SPA-CU-8,01/07/2024,27,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
01/07/2024SPA-PRO2,01/07/2024,27,SPA,PRO2,2,0,Normal,0,0,0,NO,,,,
01/07/2024STA-AL8,01/07/2024,27,STA,AL8,0,6,Normal,1,"667,000.00",0,SI,,,,
01/07/2024STA-LI3,01/07/2024,27,STA,LI3,70,19,Normal,10,"595,000.00",0,SI,,,,
01/07/2024STA-MS-7,01/07/2024,27,STA,MS-7,6,0,Normal,0,0,0,NO,,,,
08/07/2024CBR-BR2,08/07/2024,28,CBR,BR2,0,1,Normal,1,"2,805,000.00",0,SI,,,,
08/07/2024CBR-COR3,08/07/2024,28,CBR,COR3,30,2,Normal,1,"2,605,000.00",0,SI,,,,
08/07/2024CBR-VIS2,08/07/2024,28,CBR,VIS2,39,3,Normal,2,"2,648,000.00",0,SI,,,,
08/07/2024ALS-IB-3N,08/07/2024,28,ALS,IB-3N,10,3,Normal,0,0,0,NO,,,,
08/07/2024ALS-IB-6,08/07/2024,28,ALS,IB-6,13,4,Normal,3,"2,910,000.00",0,SI,,,,
08/07/2024MTA-ATT2,08/07/2024,28,MTA,ATT2,68,5,Normal,2,"3,475,000.00",0,SI,,,,
08/07/2024NOV-AMA,08/07/2024,28,NOV,AMA,50,6,Normal,1,"4,040,000.00",0,SI,,,,
08/07/2024NOV-AMD,08/07/2024,28,NOV,AMD,8,6,Normal,4,"4,165,000.00",0,SI,,,,
08/07/2024RAL-L-TS3,08/07/2024,28,RAL,L-TS3,64,5,Normal,3,"1,570,000.00",0,SI,,,,
08/07/2024RAL-L-VAL,08/07/2024,28,RAL,L-VAL,0,2,Normal,0,0,0,NO,,,,
08/07/2024LFA-CU-8,08/07/2024,28,LFA,CU-8,27,26,Normal,5,"1,080,000.00",0,SI,,,,
08/07/2024LFA-K7,08/07/2024,28,LFA,K7,0,0,Normal,2,0,0,SI,,,,
08/07/2024LFA-MS8,08/07/2024,28,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
08/07/2024LFA-K3-7,08/07/2024,28,LFA,K3-7,29,2,Normal,6,"1,220,000.00",0,SI,,,,
08/07/2024SPA-K3-7,08/07/2024,28,SPA,K3-7,17,4,Normal,2,"1,255,000.00",0,SI,,,,
08/07/2024SPA-K7,08/07/2024,28,SPA,K7,0,1,Normal,0,0,0,NO,,,,
08/07/2024SPA-CU-8,08/07/2024,28,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
08/07/2024SPA-PRO2,08/07/2024,28,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
08/07/2024STA-AL8,08/07/2024,28,STA,AL8,22,1,Normal,0,0,0,NO,,,,
08/07/2024STA-LI3,08/07/2024,28,STA,LI3,47,16,Normal,8,"595,000.00",0,SI,,,,
08/07/2024STA-MS-7,08/07/2024,28,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
15/07/2024CBR-BR2,15/07/2024,29,CBR,BR2,0,0,Normal,1,"2,805,000.00",0,SI,,,,
15/07/2024CBR-COR3,15/07/2024,29,CBR,COR3,12,2,Normal,1,"2,608,000.00",0,SI,,,,
15/07/2024CBR-VIS2,15/07/2024,29,CBR,VIS2,38,4,Normal,0,0,0,NO,,,,
15/07/2024ALS-IB-3N,15/07/2024,29,ALS,IB-3N,12,1,Normal,0,0,0,NO,,,,
15/07/2024ALS-IB-6,15/07/2024,29,ALS,IB-6,20,5,Normal,3,"2,910,000.00",0,SI,,,,
15/07/2024MTA-ATT2,15/07/2024,29,MTA,ATT2,46,5,Normal,1,"3,475,000.00",0,SI,,,,
15/07/2024NOV-AMA,15/07/2024,29,NOV,AMA,50,2,Normal,2,"4,040,000.00",0,SI,,,,
15/07/2024NOV-AMD,15/07/2024,29,NOV,AMD,8,4,Normal,4,"4,165,000.00",0,SI,,,,
15/07/2024RAL-L-TS3,15/07/2024,29,RAL,L-TS3,56,4,Normal,0,0,0,NO,,,,
15/07/2024RAL-L-VAL,15/07/2024,29,RAL,L-VAL,0,1,Normal,0,0,0,NO,,,,
15/07/2024LFA-CU-8,15/07/2024,29,LFA,CU-8,40,12,Normal,2,"1,220,000.00",0,SI,,,,
15/07/2024LFA-K7,15/07/2024,29,LFA,K7,6,0,Normal,0,0,0,NO,,,,
15/07/2024LFA-MS8,15/07/2024,29,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
15/07/2024LFA-K3-7,15/07/2024,29,LFA,K3-7,0,6,Normal,3,"1,220,000.00",0,SI,,,,
15/07/2024SPA-K3-7,15/07/2024,29,SPA,K3-7,27,4,Normal,5,"1,255,000.00",0,SI,,,,
15/07/2024SPA-K7,15/07/2024,29,SPA,K7,0,0,Normal,0,0,0,NO,,,,
15/07/2024SPA-CU-8,15/07/2024,29,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
15/07/2024SPA-PRO2,15/07/2024,29,SPA,PRO2,0,3,Normal,0,0,0,NO,,,,
15/07/2024STA-AL8,15/07/2024,29,STA,AL8,6,0,Normal,2,"667,000.00",0,SI,,,,
15/07/2024STA-LI3,15/07/2024,29,STA,LI3,42,13,Normal,5,"616,450.00",0,SI,,,,
15/07/2024STA-MS-7,15/07/2024,29,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
22/07/2024CBR-BR2,22/07/2024,30,CBR,BR2,3,0,Normal,0,0,0,NO,,,,
22/07/2024CBR-COR3,22/07/2024,30,CBR,COR3,6,0,Normal,1,"2,608,000.00",0,SI,,,,
22/07/2024CBR-VIS2,22/07/2024,30,CBR,VIS2,40,1,Normal,0,0,0,NO,,,,
22/07/2024ALS-IB-3N,22/07/2024,30,ALS,IB-3N,12,1,Normal,0,0,0,NO,,,,
22/07/2024ALS-IB-6,22/07/2024,30,ALS,IB-6,20,5,Normal,1,"2,910,000.00",0,SI,,,,
22/07/2024MTA-ATT2,22/07/2024,30,MTA,ATT2,50,5,Normal,4,"3,475,000.00",0,SI,,,,
22/07/2024NOV-AMA,22/07/2024,30,NOV,AMA,40,4,Normal,1,"4,040,000.00",0,SI,,,,
22/07/2024NOV-AMD,22/07/2024,30,NOV,AMD,28,5,Normal,0,0,0,NO,,,,
22/07/2024RAL-L-TS3,22/07/2024,30,RAL,L-TS3,48,4,Normal,0,0,0,NO,,,,
22/07/2024RAL-L-VAL,22/07/2024,30,RAL,L-VAL,0,0,Normal,0,0,0,NO,,,,
22/07/2024LFA-CU-8,22/07/2024,30,LFA,CU-8,40,18,Normal,8,"1,220,000.00",0,SI,,,,
22/07/2024LFA-K7,22/07/2024,30,LFA,K7,7,1,Normal,0,0,0,NO,,,,
22/07/2024LFA-MS8,22/07/2024,30,LFA,MS8,0,1,Normal,0,0,0,NO,,,,
22/07/2024LFA-K3-7,22/07/2024,30,LFA,K3-7,0,3,Normal,1,"1,220,000.00",0,SI,,,,
22/07/2024SPA-K3-7,22/07/2024,30,SPA,K3-7,0,8,Normal,4,"1,255,000.00",0,SI,,,,
22/07/2024SPA-K7,22/07/2024,30,SPA,K7,0,0,Normal,0,0,0,NO,,,,
22/07/2024SPA-CU-8,22/07/2024,30,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
22/07/2024SPA-PRO2,22/07/2024,30,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
22/07/2024STA-AL8,22/07/2024,30,STA,AL8,0,4,Normal,2,"667,000.00",0,SI,,,,
22/07/2024STA-LI3,22/07/2024,30,STA,LI3,0,7,Normal,4,"616,450.00",0,SI,,,,
22/07/2024STA-MS-7,22/07/2024,30,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
29/07/2024CBR-BR2,29/07/2024,31,CBR,BR2,23,0,Normal,0,0,0,NO,,,,
29/07/2024CBR-COR3,29/07/2024,31,CBR,COR3,0,2,Normal,3,"2,608,000.00",0,SI,,,,
29/07/2024CBR-VIS2,29/07/2024,31,CBR,VIS2,33,0,Normal,1,"2,648,000.00",0,SI,,,,
29/07/2024ALS-IB-3N,29/07/2024,31,ALS,IB-3N,19,2,Normal,0,0,0,NO,,,,
29/07/2024ALS-IB-6,29/07/2024,31,ALS,IB-6,20,13,Normal,1,"2,910,000.00",0,SI,,,,
29/07/2024MTA-ATT2,29/07/2024,31,MTA,ATT2,60,8,Normal,0,0,0,NO,,,,
29/07/2024NOV-AMA,29/07/2024,31,NOV,AMA,37,8,Normal,1,"4,045,000.00",0,SI,,,,
29/07/2024NOV-AMD,29/07/2024,31,NOV,AMD,14,4,Normal,3,"4,185,000.00",0,SI,,,,
29/07/2024RAL-L-TS3,29/07/2024,31,RAL,L-TS3,49,4,Normal,0,0,0,NO,,,,
29/07/2024RAL-L-VAL,29/07/2024,31,RAL,L-VAL,0,0,Normal,0,0,0,NO,,,,
29/07/2024LFA-CU-8,29/07/2024,31,LFA,CU-8,53,7,Normal,2,"1,080,000.00",0,SI,,,,
29/07/2024LFA-K7,29/07/2024,31,LFA,K7,0,0,Normal,1,"1,350,000.00",0,SI,,,,
29/07/2024LFA-MS8,29/07/2024,31,LFA,MS8,0,1,Normal,0,0,0,NO,,,,
29/07/2024LFA-K3-7,29/07/2024,31,LFA,K3-7,0,1,Normal,0,0,0,NO,,,,
29/07/2024SPA-K3-7,29/07/2024,31,SPA,K3-7,0,0,Normal,0,0,0,NO,,,,
29/07/2024SPA-K7,29/07/2024,31,SPA,K7,0,0,Normal,0,0,0,NO,,,,
29/07/2024SPA-CU-8,29/07/2024,31,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
29/07/2024SPA-PRO2,29/07/2024,31,SPA,PRO2,0,0,Normal,0,0,0,NO,,,,
29/07/2024STA-AL8,29/07/2024,31,STA,AL8,0,0,Normal,0,0,0,NO,,,,
29/07/2024STA-LI3,29/07/2024,31,STA,LI3,0,0,Normal,0,0,0,NO,,,,
29/07/2024STA-MS-7,29/07/2024,31,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
05/08/2024CBR-BR2,05/08/2024,32,CBR,BR2,5,2,Normal,1,"2,805,000.00",0,SI,,,,
05/08/2024CBR-COR3,05/08/2024,32,CBR,COR3,3,1,Normal,0,0,0,NO,,,,
05/08/2024CBR-VIS2,05/08/2024,32,CBR,VIS2,49,1,Normal,2,"2,648,000.00",0,SI,,,,
05/08/2024ALS-IB-3N,05/08/2024,32,ALS,IB-3N,20,0,Normal,0,0,0,NO,,,,
05/08/2024ALS-IB-6,05/08/2024,32,ALS,IB-6,20,5,Normal,0,0,0,NO,,,,
05/08/2024MTA-ATT2,05/08/2024,32,MTA,ATT2,53,3,Normal,2,"3,490,000.00",0,SI,,,,
05/08/2024NOV-AMA,05/08/2024,32,NOV,AMA,0,9,Normal,4,"4,045,000.00",0,SI,,,,
05/08/2024NOV-AMD,05/08/2024,32,NOV,AMD,28,3,Normal,1,"4,185,000.00",0,SI,,,,
05/08/2024RAL-L-TS3,05/08/2024,32,RAL,L-TS3,35,5,Normal,4,"1,570,000.00",0,SI,,,,
05/08/2024RAL-L-VAL,05/08/2024,32,RAL,L-VAL,0,0,Normal,0,0,0,NO,,,,
05/08/2024LFA-CU-8,05/08/2024,32,LFA,CU-8,32,10,Normal,6,"1,080,000.00",0,SI,,,,
05/08/2024LFA-K7,05/08/2024,32,LFA,K7,0,0,Normal,0,0,0,NO,,,,
05/08/2024LFA-MS8,05/08/2024,32,LFA,MS8,0,1,Normal,0,0,0,NO,,,,
05/08/2024LFA-K3-7,05/08/2024,32,LFA,K3-7,0,1,Normal,2,"1,220,000.00",0,SI,,,,
05/08/2024SPA-K3-7,05/08/2024,32,SPA,K3-7,20,4,Normal,2,"1,255,000.00",0,SI,,,,
05/08/2024SPA-K7,05/08/2024,32,SPA,K7,0,1,Normal,1,"1,530,000.00",0,SI,,,,
05/08/2024SPA-CU-8,05/08/2024,32,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
05/08/2024SPA-PRO2,05/08/2024,32,SPA,PRO2,7,0,Normal,0,0,0,NO,,,,
05/08/2024STA-AL8,05/08/2024,32,STA,AL8,8,1,Normal,1,"667,000.00",0,SI,,,,
05/08/2024STA-LI3,05/08/2024,32,STA,LI3,47,10,Normal,7,"616,450.00",0,SI,,,,
05/08/2024STA-MS-7,05/08/2024,32,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
12/08/2024CBR-BR2,12/08/2024,33,CBR,BR2,9,2,Normal,0,0,0,NO,,,,
12/08/2024CBR-COR3,12/08/2024,33,CBR,COR3,11,2,Normal,0,0,0,NO,,,,
12/08/2024CBR-VIS2,12/08/2024,33,CBR,VIS2,43,0,Normal,1,"2,648,000.00",0,SI,,,,
12/08/2024ALS-IB-3N,12/08/2024,33,ALS,IB-3N,10,0,Normal,1,"3,250,000.00",0,SI,,,,
12/08/2024ALS-IB-6,12/08/2024,33,ALS,IB-6,25,5,Normal,2,"2,930,000.00",0,SI,,,,
12/08/2024MTA-ATT2,12/08/2024,33,MTA,ATT2,46,1,Normal,1,"3,490,000.00",0,SI,,,,
12/08/2024NOV-AMA,12/08/2024,33,NOV,AMA,13,7,Normal,1,"4,045,000.00",0,SI,,,,
12/08/2024NOV-AMD,12/08/2024,33,NOV,AMD,0,2,Normal,0,0,0,NO,,,,
12/08/2024RAL-L-TS3,12/08/2024,33,RAL,L-TS3,36,8,Normal,1,"1,570,000.00",0,SI,,,,
12/08/2024RAL-L-VAL,12/08/2024,33,RAL,L-VAL,0,1,Normal,0,0,0,NO,,,,
12/08/2024LFA-CU-8,12/08/2024,33,LFA,CU-8,38,15,Normal,4,"1,080,000.00",0,SI,,,,
12/08/2024LFA-K7,12/08/2024,33,LFA,K7,0,2,Normal,0,0,0,NO,,,,
12/08/2024LFA-MS8,12/08/2024,33,LFA,MS8,0,0,Normal,1,0,0,SI,,,,
12/08/2024LFA-K3-7,12/08/2024,33,LFA,K3-7,0,1,Normal,3,"1,220,000.00",0,SI,,,,
12/08/2024SPA-K3-7,12/08/2024,33,SPA,K3-7,33,5,Normal,1,"1,255,000.00",0,SI,,,,
12/08/2024SPA-K7,12/08/2024,33,SPA,K7,5,1,Normal,0,0,0,NO,,,,
12/08/2024SPA-CU-8,12/08/2024,33,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
12/08/2024SPA-PRO2,12/08/2024,33,SPA,PRO2,28,0,Normal,0,0,0,NO,,,,
12/08/2024STA-AL8,12/08/2024,33,STA,AL8,0,2,Normal,0,0,0,NO,,,,
12/08/2024STA-LI3,12/08/2024,33,STA,LI3,32,6,Normal,2,"616,450.00",0,SI,,,,
12/08/2024STA-MS-7,12/08/2024,33,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
19/08/2024CBR-BR2,19/08/2024,34,CBR,BR2,37,3,Normal,1,"2,870,000.00",8,SI,,,,
19/08/2024CBR-COR3,19/08/2024,34,CBR,COR3,22,0,Normal,0,0,6,NO,,,,
19/08/2024CBR-VIS2,19/08/2024,34,CBR,VIS2,9,4,Normal,3,"2,675,000.00",11,SI,,,,
19/08/2024ALS-IB-3N,19/08/2024,34,ALS,IB-3N,15,0,Normal,0,0,16,NO,,,,
19/08/2024ALS-IB-6,19/08/2024,34,ALS,IB-6,20,9,Normal,1,"2,930,000.00",63,SI,,,,
19/08/2024MTA-ATT2,19/08/2024,34,MTA,ATT2,54,3,Normal,0,0,11,NO,,,,
19/08/2024NOV-AMA,19/08/2024,34,NOV,AMA,11,9,Normal,1,"4,145,000.00",11,SI,,,,
19/08/2024NOV-AMD,19/08/2024,34,NOV,AMD,0,1,Normal,2,"4,242,500.00",6,SI,,,,
19/08/2024RAL-L-TS3,19/08/2024,34,RAL,L-TS3,32,5,Normal,2,"1,596,000.00",13,SI,,,,
19/08/2024RAL-L-VAL,19/08/2024,34,RAL,L-VAL,0,0,Normal,0,0,1,NO,,,,
19/08/2024LFA-CU-8,19/08/2024,34,LFA,CU-8,50,11,Normal,3,"1,085,000.00",54,SI,,,,
19/08/2024LFA-K7,19/08/2024,34,LFA,K7,0,0,Normal,1,"1,350,000.00",1,SI,,,,
19/08/2024LFA-MS8,19/08/2024,34,LFA,MS8,0,1,Normal,0,0,0,NO,,,,
19/08/2024LFA-K3-7,19/08/2024,34,LFA,K3-7,4,0,Normal,1,"1,223,000.00",4,SI,,,,
19/08/2024SPA-K3-7,19/08/2024,34,SPA,K3-7,47,6,Normal,2,"1,255,000.00",40,SI,,,,
19/08/2024SPA-K7,19/08/2024,34,SPA,K7,0,0,Normal,1,"1,530,000.00",7,SI,,,,
19/08/2024SPA-CU-8,19/08/2024,34,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
19/08/2024SPA-PRO2,19/08/2024,34,SPA,PRO2,14,0,Normal,0,0,5,NO,,,,
19/08/2024STA-AL8,19/08/2024,34,STA,AL8,0,1,Normal,0,0,38,NO,,,,
19/08/2024STA-LI3,19/08/2024,34,STA,LI3,42,4,Normal,1,"626,450.00",65,SI,,,,
19/08/2024STA-MS-7,19/08/2024,34,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
26/08/2024CBR-BR2,26/08/2024,35,CBR,BR2,1,2,Normal,1,"2,870,000.00",7,SI,,,,
26/08/2024CBR-COR3,26/08/2024,35,CBR,COR3,12,3,Normal,1,"2,675,000.00",5,SI,,,,
26/08/2024CBR-VIS2,26/08/2024,35,CBR,VIS2,37,3,Normal,2,"2,675,000.00",9,SI,,,,
26/08/2024ALS-IB-3N,26/08/2024,35,ALS,IB-3N,13,0,Normal,0,0,16,NO,,,,
26/08/2024ALS-IB-6,26/08/2024,35,ALS,IB-6,20,4,Normal,0,0,63,NO,,,,
26/08/2024MTA-ATT2,26/08/2024,35,MTA,ATT2,73,0,Normal,0,0,11,NO,,,,
26/08/2024NOV-AMA,26/08/2024,35,NOV,AMA,10,5,Normal,2,"4,145,000.00",8,SI,,,,
26/08/2024NOV-AMD,26/08/2024,35,NOV,AMD,0,3,Normal,2,"4,242,500.00",4,SI,,,,
26/08/2024RAL-L-TS3,26/08/2024,35,RAL,L-TS3,23,4,Normal,2,"1,596,000.00",11,SI,,,,
26/08/2024RAL-L-VAL,26/08/2024,35,RAL,L-VAL,0,0,Normal,1,"1,935,000.00",0,SI,,,,
26/08/2024LFA-CU-8,26/08/2024,35,LFA,CU-8,48,10,Normal,5,"1,085,000.00",50,SI,,,,
26/08/2024LFA-K7,26/08/2024,35,LFA,K7,0,0,Normal,1,"1,350,000.00",0,SI,,,,
26/08/2024LFA-MS8,26/08/2024,35,LFA,MS8,0,0,Normal,0,0,0,NO,,,,
26/08/2024LFA-K3-7,26/08/2024,35,LFA,K3-7,0,3,Normal,4,"1,223,000.00",2,SI,,,,
26/08/2024SPA-K3-7,26/08/2024,35,SPA,K3-7,38,3,Normal,2,"1,255,000.00",38,SI,,,,
26/08/2024SPA-K7,26/08/2024,35,SPA,K7,17,0,Normal,1,"1,530,000.00",6,SI,,,,
26/08/2024SPA-CU-8,26/08/2024,35,SPA,CU-8,0,0,Normal,0,0,0,NO,,,,
26/08/2024SPA-PRO2,26/08/2024,35,SPA,PRO2,18,0,Normal,0,0,5,NO,,,,
26/08/2024STA-AL8,26/08/2024,35,STA,AL8,0,0,Normal,0,0,38,NO,,,,
26/08/2024STA-LI3,26/08/2024,35,STA,LI3,23,2,Normal,0,0,65,NO,,,,
26/08/2024STA-MS-7,26/08/2024,35,STA,MS-7,0,0,Normal,0,0,0,NO,,,,
02/09/2024CBR-BR2,02/09/2024,36,CBR,BR2,27,1,Normal,0,0,7,NO,,,,
02/09/2024CBR-COR3,02/09/2024,36,CBR,COR3,0,5,Normal,3,"2,675,000.00",2,SI,,,,
02/09/2024CBR-VIS2,02/09/2024,36,CBR,VIS2,24,1,Normal,0,0,9,NO,,,,
02/09/2024ALS-IB-3N,02/09/2024,36,ALS,IB-3N,10,1,Normal,0,0,16,NO,,,,
02/09/2024ALS-IB-6,02/09/2024,36,ALS,IB-6,24,4,Normal,1,"2,930,000.00",63,SI,,,,
02/09/2024MTA-ATT2,02/09/2024,36,MTA,ATT2,64,5,Normal,0,0,12,NO,,,,
